,tweet_id,text,relevance,viewpoint
7997,1255317232823013376,"@TammyTevault @beckygriffith64 @dbongino @FoxNews @realDonaldTrump @DavidJHarrisJr @realDennisLynch Right Fox is mostly liberal anymore except 8,9,and 10PM weekdays.",no,none
7998,1387281527315173384,@RBW_MAMAMOO love u sm bby i cant wait for ur next solo !!!,no,none
7999,1255629158975234050,@SenFeinstein Release them back to their own country,yes,none
8000,1255263560508289028,Get your Visa here guys😂#indaboski https://t.co/0HBxZ8wepx,no,none
8001,1255468630097215489,@ABC To bad! He made the right decision!! U don’t like it to bad !!,no,none
8002,1255492048129536000,@someuse @KimIversenShow I mean Youtube CEO Susan.,no,none
8003,1255209016357199874,"@emmanuelkimtai8 @coyugiso @Gideon_Kitheka Ruto has no influence in Kenya politics beyond rift valley, bado hatoshi mboga, he still have a long way to go..",no,none
8004,1265300430407585795,,no,none
8005,1255217967975014406,@Shaniyat2020 @QueensDSA THANKS!!!!,no,none
8006,1255267221393281025,"@Bill02038830 @doctorcherokee @JGaffneyUSN @JRubinBlogger @NBCNews @RonBrownstein mama dun told him that first grade was all he neded . he made it to second grade, overeducated. hyuck https://t.co/fcyd4MUm3i",no,none
8007,1260216143819702278,"@USCIRF @nadinemaenza #shameonmodi 
@PMOIndia encouraged #MuslimGenocide @ d hands of #Hindus thn let Hindus die on roads. Worst thn Hitler

#RSSTerrorism #rssterrorist #RSSTerrorists #Kashmiris 
#Indian_Muslims_in_Danger #Kashmir 
#BJP_terrorists #ModiGovtFailsIndia #Islamophobia_In_India
#GodiMedia",no,none
8008,1255246527716564993,@RhymesRadical @BelsonElaine @nomiddleton2 @Simaactor @myrtle_sheri @gratefulamw @Linnabelle @Kokomothegreat @SuzieBird4 @gosforthgal @coastal_eddyLB @AndreaBelcher3 @Cubistcastle132 @DeciderDivider @jpierni @NoraNanza @NonnaOlgah @10_ashus @XpressionOfLigh IFBR.,no,none
8009,1256250501752139776,@SarahHuckabee @IvankaTrump 🤢🤢🤢🤢,no,none
8010,1255472441654116352,@NewYorkStateAG At first it was respect from the governors to the #DearLeader and states like #Michigan #NYC were crucified people died. People will stay home and infect their neighbors and families for fear of being picked up by #ICE and a stunning admission that #Potus control the death count,yes,counter
8011,1257737497141841921,@sandlin_zachary @iheartmindy @TreyDwag2020 vote? voting is useless. Demand freedom with a gun on your hip.,no,none
8012,1299684027507634176,@kyleyasinski @gafdog @mmpadellan I'd have to get rid of my husband as well..maybe a virtual marriage? Lololol. We are all frightened but I am holding out hope America will do the right thing.,no,none
8013,1255261045339422720,What would these same folks say if bishops and Catholic leaders continually berated a Biden administration about abortion and jeopardized other important goals such as immigration reform? Does anyone think that is good or effective legislative relations?  Of course not.  4/,no,none
8014,1255220944718700547,"@NJCathi @gaxij @Public_Citizen Guess they saved enough money for the $66,000 an hour air show !!!!!",no,none
8015,1256289020012834819,"@Strandjunker He should be dragged out of office in disgrace, the way he ""fired"" his other appointees because they told the truth and blew the whistle on his sorry ass.",no,none
8016,1255310836081537026,@BDC_Towanda25 @MattWalshBlog I’m self employed. I want nothing more than to get back to work. But the state of FL shut down my industry and unemployment is a disaster even with CARES. They just denied UI to 40% of applicants. I’ve been out 6 weeks. My savings are drying up. I have kids to feed and bills,no,counter
8017,1454786771426811904,@USCIRF @nadinemaenza Why don't you accommodate them in your country if you are so concerned. As a taxpayer why should I waste my money on people who have illegally entered the country. Every country has the right to do it so don't sermonize.,yes,diagnostic
8018,1255545109095026693,"@vopiscus_bm @TheB_sKnees @greg_price11 Gov: not our tech. we're releasing videos of it.
You: liars!

I'm glad you've come full circle to be a conspiracy theorist.",no,none
8019,1255367606896340992,@cenkuygur Odd that now they are confirming the existence of UFO and by strange coincidence trump created Space Force. https://t.co/Q49aNVV274,no,none
8020,1255653068240236545,@KevinMKruse @PreAnteDiluvian Evil is what evil does!,no,none
8021,1255291062438039553,"@DeAnna4Congress @GavinNewsom No, but he'll be there for illegals",yes,diagnostic
8022,1255438896177053698,"@girlsreallyrule #25thAmendmentBeforeWeAllDie
#25thAmendmentNow",no,none
8023,1255121136989413380,"@EricMMatheny In a way I am happy they ruined their own movement.   Weaponizing accusations to ruin peoples lives by mobilizing twitter mobs, was an awful dynamic, and 100% against every sense of fairness.   To say “all women must be believed” is absurd.  I know many women who lie all the time",no,none
8024,1255306889526751237,"@erinc__01 99,
174,
449.
330
299",no,none
8025,1258225099867447296,,no,none
8026,1256217667683389446,@ChuckCallesto Absolutely.,no,none
8027,1255285740717641729,@MeansNefarious @Annie1But @duty2warn @SpiroAgnewGhost He is always about to topple over backwards,no,none
8028,1255555930558730241,"@Siinrajiaal @yangabbard @M1cha31Patr1ck 2) company to keep these children locked up each day, they could keep them in Trump's hotels. With room service. And spending cash.",no,none
8029,1255178095772008455,"Trust and believe, I’ve received crazier shit in my Facebook message requests from Nigerian men.",no,none
8030,1255560929397350400,"@MollyJongFast TRUMP WAS BIGLY LATE !

6 WEEKS of Rallies &amp; Golf..

          People Die...

Republican approved...",no,none
8031,1252018311782678529,@GOPChairwoman @DLoesch One of The best things that could happen to the United States is for you and people like yourself to catch the Covid-19 Virus and then just maybe your tune would change!!!,no,none
8032,1255271690969456640,@JackPosobiec His original lawyers were working with the Mueller/ Weismann Special Council to help frame Flynn.,no,none
8033,1267100565047312390,@CoachJBell66 @sandibachom I could not have said it better! Months ago I began watching how this was playing out in the US and you literally nailed it!,no,none
8034,1255648645388603392,@Logan___Five @BreitbartNews But it literally is a Wall. https://t.co/TOyDnQEBKc,no,none
8035,1255122200694099969,@the_cfo_c @Lrihendry https://t.co/kSRkASICLh,no,none
8036,1255291115114299394,@MsAvaArmstrong And you only have one guess....,no,none
8037,1255262202111635457,,no,none
8038,1258819151050596352,"@SeventhDegreeUK Well, still not sure. You may be right. Mostly a lot of reviews &amp; meta-analyses. 1 that looked promising-""Cannabis impacts tumor response rate to nivolumab in patients with advanced malignancies,"" The oncologist 24 (4), 549-554, 2019, by cld only see 1st paragraph./",no,none
8039,1255267423848185857,@vouzmekrys Mataku masih seger kak mungkin bentar lagi aku bisa tidur,not english,NA
8040,1255284031178113024,@TheRickWilson @JoyAnnReid Slow down Rick. I believe he backtracked using masks as “highly recommended “ but not “required”. Define has done a nice job. Wish masks were required not recommended.,no,none
8041,1255201696701009920,"@BiCuriousJoe @Kasbaby34 @TheFooCommunity ""this is petty because we have it worse so we have the right to behave like animals 😩✊""",no,none
8042,1255338231001907200,@duty2warn https://t.co/wXWwhcTv0Y https://t.co/ryny5Srdgx,no,none
8043,1255652584364355585,,no,none
8044,1255762692167491585,@Letstalktvnews @briantylercohen @BarbB0925 Ignorance not a good asset. Please girl.,no,none
8045,1255291951320109056,@ABC Why don't you shut the fuck up?,no,none
8046,1255164016252592129,I read this whole story and it's great work. Some thoughts: 1) antifascists were at least somewhat prepared for the wave of Nazi violence around Charlottesville... because it wasn't unprecedented. The late 80s/early 90s street-level violence was massively undercovered in media. https://t.co/tJnhtvmq46,no,none
8047,1255687389865009153,"@andyypants @brennx0r @Public_Citizen We aren’t talking about forced labor markets. We are talking about the US , our capitalist markets and why lower taxes for the rich are not beneficial to the country. You asked why should the rich have to give, because we gave them tax breaks so they would pay us more. Simple.",no,none
8048,1256152898653872128,@linkolarockwell @BrobanGrian @ArabSocialNati1 about hating Nazis? I’m sure you think you’re adorable but there ARE people who don’t like you &amp; what you stand for,no,none
8049,1255283688893493250,@Naki_KuroLu @FreezeWinged @kuzonizuka Mais ?????,not english,NA
8050,1255723545155588099,@Ace_Archist @spiritof1972 @MillerStream It's not freedom if there are no restrictions,no,none
8051,1255400730766323715,"@philosophrob @Cuervo3 -- War is a calculated and condoned slaughter of human beings.
#quote #HarryPatch
https://t.co/GeylNVhxLd",no,none
8052,1255403037268549633,@RedboxWire And then phase 2 trade deal,no,none
8053,1255264199476940800,@Ariana_France02 non 😭😭,not english,NA
8054,1255623024654651395,@Jon3838 @DesignationSix Are you kidding? Think of the ransom we'd have to pay when they threaten to release him...😵,no,none
8055,1255329633224048641,@LiaTeixeira17 @SenadoFederal Eu vivi para ver isso,not english,NA
8056,1255238437256548369,when talking about sexuality you refer to people who are not gay/bi/etc as “heterosexual” or “straight”. when talking about gender you refer to people who are not trans as “cisgender”. some people say “biological woman/man” cis is just the shorter term. thats literally it.,no,none
8057,1255473274147962881,@SenSchumer Bull crap,no,none
8058,1255012190194728960,,no,none
8059,1255143949808701441,,no,none
8060,1255507492802572289,@SenSchumer Huh? Are these the same DACA kids that you threw under the bus so you could go home and have a holiday?,yes,counter
8061,1255613554742439938,@AZIndivisible1 @FAIRImmigration @RepGosar @realDonaldTrump This is the dumbest crap I have read all day,yes,none
8062,1255202276345630720,,no,none
8063,1255261356372221953,,no,none
8064,1255246071762124803,@Rosa_ZuritaOK @davellaneda77 Xq la mujer dijo me pego es golpeador mira que a pablo rago nadie le pidio disculpa todavia,not english,NA
8065,1277175587665141760,"@realDonaldTrump @UNHumanRights @UN My humble 8th reminder - As #India permanent membership at #UNSC got blocked by #China 

#Beijing must step down or thrown out now from its permanent membership @UN #securitycouncil being #COVID19 spreader and a big #threat to #humanity #WorldPeace #Security 
#ChinaMustExplain",no,none
8066,1255536392903540736,@KevinMKruse Orange Fatass should ask Chris Christie about that.,no,none
8067,1255172470354501632,@kaitlancollins Kaitlan trump wanted me to give you this https://t.co/oFXQBdXEAj,no,none
8068,1256399855817285635,@duddah0 @Sofiia091 @Mariana03Julio @lauraiviegasj😬,no,none
8069,1255238280762798080,"@socialistHBIC @PalmerReport More like ""People currently in jail being forced to do hard labour for no to minimal wage in a modern form of slavery. VS. You thinking politics is about your feelings""",no,counter
8070,1256735358252994560,"@NebraskaMegan Most people can't tell the difference between  a $30 bottle of Champagne and a $300 bottle, but even an unsophisticated palate can tell a decent $50 red from a vin ordinaire.

(And you can get a way-better-than-decent red at Walmart for $6.99.)

https://t.co/MNSfWQzteZ",no,none
8071,1255311960087945217,@SusanStJames3 @cecki I agree.,no,none
8072,1257132521017532421,"@JackPosobiec @JohnTrumpFanKJV I si lots of”yes”I’d love to do what’s best full respect just keeping steady on the same discreet kind of beat picking not to flick just to make a quick pick,guarantee where we get it made so we don’t get re-laid this time focus for us and get payed looking through blinding rays",no,none
8073,1255285840504336386,@chucky13666 えっ🤯,not english,NA
8074,1255314893890355200,"@PabAguirrezabal @LuisLacallePou Cuando decís ""diálogo necesario y respetuoso con la ciudadanía"" a q te referís? A q el Presi tiene q hablar con los 3: de hab?
No se supone q los Legisladores (los cuales votamos de forma democrática) son nuestros representantes para hablar entre ellos de forma respetuosa?",not english,NA
8075,1255288600427745281,@valentinarealfe Presentinho só soltar a fita,not english,NA
8076,1255172975516672000,"@m_meow88 @chenchenzh It’s also worth noting, the visa and travel group system can be complex and expensive. For some, it’s kinda once-in-a-lifetime. That’s hard to give up if the government, travel company and others all told you it was probably fine!",yes,none
8077,1265501653131825152,"@cryp2night @jebeess34 @rahnoj @oypy2020 @Z51vett Research Agenda 21. Research the Good Club. Research his visit to Wuhan China with the pharmaceutical company owner after their meeting in New York for the Good Club and what the meeting was about. Research Hong Kong protests, when the virus began and when protests ended...",no,none
8078,1255276658577354752,@kuzonizuka Sérieusement j'ai jamais vu un enfant aussi con prochaine fois qu'il a des problèmes digestif et qu'il s'en plain je l'insulte,not english,NA
8079,1259981427749220352,"@USCIRF @nadinemaenza ""Secularism and Hinduism are two sides of one coin you toss it in either ways you win ""
     वासुदेव कुटुंबकम्

But Pakistani fake news propaganda against India
@WhiteHouse 
@realDonaldTrump 
@DonaldJTrumpJr 
@PMOIndia https://t.co/tSjthtaxoK",no,none
8080,1255264447515496448,@nytimes Must we eat meat during a pandemic and kill the workers who process the meat,no,none
8081,1255256164884979712,@hbredda Sou cliente hein... kkkk,not english,NA
8082,1255281455112085504,,no,none
8083,1255577852809969664,"@therealtreesa @RedWingGrips There morals are so fluid. Even if I was afforded the luxury, I would not sleep a wink.   My privilege is I wasn’t raised by radicals.",no,none
8084,1256312385695911936,"@tedtoake1 @buffsblg @SteveKrak @TwitterSupport ....You realize,you can https://t.co/bwQi0Piyta",no,none
8085,1289320056522850304,"@__mmuliroo @felipeprior Credo, que horror",not english,NA
8086,1255204253204992001,@genxer_77 @SenatorDurbin @LWVIL The now disbanded Voting Integrity Commission launch by Trump and conducted by Kris Kobach(R) uncovered no evidence to support claims of widespread voter fraud.  We do have voter suppression not voter fraud in our country.  Become an election judge if ur concerned!!,yes,none
8087,1255160274144899074,"@pt0kes @chad_alt @NewCryptoGuide @palpatean We sort of diverged from the original point that Billy M is a moron, but I also believe it’s not a Sophie’s choice between mass death or economic ruin.  The federal government could have paid citizens to stay home instead of forking over cash to corporations.",no,none
8088,1255194564878569472,@CBSNews I'm so scared i cannot stop crying.,no,none
8089,1255171632294842368,,no,none
8090,1255276231282626562,Ладно а почему никто не говорит о этих прекрасных спецэффектах.....и игра смерти достойная Оскара...,not english,NA
8091,1255262396148572160,,no,none
8092,1255257625643663364,"@Cr8zyWhackFunky @DeAnna4Congress @GavinNewsom @LorenaSGonzalez Well, he is Nancy Pelosi's nephew, so there's that...",no,none
8093,1266419859392520199,"@GSwarthout @_ReaalAmerican_ @GOPChairwoman @realDonaldTrump “Of all ignorance, the ignorance of the educated is the most dangerous. Not only are educated people likely to have more influence, they are the last people to suspect that they don't know what they are talking about when they go outside their narrow fields.""
--@ThomasSowell",no,none
8094,1254806635937218561,@jackremmington @ameliadimz @JackEades_,no,none
8095,1253209378607509505,"@katkatekathleen @Berlesue @ChidiNwatu @realDonaldTrump And through all of that, you didn't answer my question.
Where did you come up with that stat?",no,none
8096,1255802026732195842,@BillKristol @melpriceHB No,no,none
8097,1255464164195254272,"@adultswim 0 seconds, never look in my eyes",no,none
8098,1255251889890918400,"To apply for the supervisory position, https://t.co/9L3XAHAeYg.",no,none
8099,1255382623146446855,"@AustinKellerman @JohnsHopkins That’s not what you look at you look at countries per million, to get a true picture.
As looking at American as a country and not taking into consideration the population and comparing it to one country in Europe, when it’s more like Continent",no,none
8100,1255174234248273922,"@2plus2equals7 @ComicContext Supes is the undocumented immigrant, and he does it for free.",yes,none
8101,1256357167793418246,@TessaBrantley5 @realDonaldTrump what?????? there are refrigerated trucks in my city all over the place.  they wheel dead bodies right on the streets.,no,none
8102,1255261657124741120,水平より鋭くならない上にハンドルはより下がる神ジオメトリー https://t.co/7OI1K6N3Ve,not english,NA
8103,1418917725766832135,"@besilysometimes @ClastonB Permanent funding of HBCU's, economic opportunity incentives for poor neighborhoods, criminal justice reform, all of which occurred after 2016 and before 2021, certainly validate this view.",yes,none
8104,1256772973865943043,@Nina_Dattebayo https://t.co/oAVNzm73mX,no,none
8105,1255545515955163136,@DailyCaller Demand....Really!?,no,none
8106,1253460149865459715,@halliekhaas KAREN,no,none
8107,1255507438691921921,"@DonaldJTrumpJr Ha, ha, ha....he is a failure, all he does is get evetyo be else's orders....",no,none
8108,1255185727144550400,@SenatorDurbin You can’t let this happen!  We promised them😱,no,none
8109,1255768297120755713,@Iffahzayn @rlrelish @PopCrave @TMZ oh my god september baby!!!!! and its a girl kan??,no,none
8110,1255149998376841218,@demtittiesavg https://t.co/6oZED9ETL3,no,none
8111,1255318548886573056,@Hope012015 @timesofindia How about taking care of business at home first,no,none
8112,1255645279434371072,@ClaudiaMyTime @metalgod31 That's a little misleading. Universal healthcare would resolve a lot of issues in terms of people getting to the point of accessing healthcare to begin with. I made a logical flowchart based on some fairly commonly available information and included where such shortages occur. https://t.co/J5WVQxUOpf,no,none
8113,1254957755435081730,@SeanCra57756411 @denverpost And the right-wing wacko of the day award goes to .... YOU!!! You get to finally be a winner for being white and dumb 👏👏👏,no,none
8114,1255241737519411200,@americamag @Americaeditor apologist in a bubble,no,none
8115,1256751540695638021,@ChuckCallesto Yes,no,none
8116,1256642291164418050,"@minideadpooldad @inexilio1 @bd_slade @MrPokirby @VagrantTheAlien Surely ""idiot"" applies to stupid people, and therefore a particular group?",no,none
8117,1259872740808540160,,no,none
8118,1257176797676003331,@JackPosobiec Absolutely,no,none
8119,1253750165229441025,"@RikMehta_NJ @tpl_org Opened the floodgates to massive private real estate investment in the city previously confined to corrupt ex mayor  Sharpe James- connected developers building cheap cookie cutter boxes.

Bashing Newark and his service as mayor is wrong! 

Great mayor, terrible US senator.",no,diagnostic
8120,1257637706622013440,@IvankaTrump Your stupid father is killing the American people with his fucking IGNORANCE! https://t.co/rgCr40VWt8,no,none
8121,1255859932450164737,"@KeepLookingUp6 @dbongino He went bankrupt 3 or more times. He lost 3 hugh casinos. Ever hear of a casino go bankrupt? Unemployment is a 60 million. He has his campaign signs are  made in https://t.co/D7TzoCWVIq that how to make america great???
Now he’s bankrupting america adding 75$ trillion to the debt",no,counter
8122,1255834254208126977,@AlanWes29705625 @ChuckCallesto @UsLiberate then how do u become an American then without birth right citizenship huh,yes,none
8123,1256101223155093505,"@DawsOrion83 Yes, on PEI.",no,none
8124,1255321890169774080,"@katenorman73 Happy Birthday, Munchkin!",no,none
8125,1255503383257124866,@NebraskaMegan @shawnfromtwitt Female empowerment was a mistake,no,none
8126,1254764026955005953,"Nearly 90 percent of all Democratic voters now support Medicare for All, according to a new poll. https://t.co/JBoxGHH0aa",no,none
8127,1257227585131610113,@Bennythesnitch @rhonda_harbison @wildwestleft @IvankaTrump https://t.co/nWUObSzo94,no,none
8128,1255378382948352007,@Acyn Worthless fucking evil bastard!🤬,no,none
8129,1256715206484545543,@B52Malmet I'm sure Miller is in Trumps ear. He is soulless,no,none
8130,1255297064914898945,@LisaMei62 @cjtruth I agree,no,none
8131,1255352079587172354,"@Rhonda_Painter @AdrianCJax @sexygirl798 💯 - it’s not fair &amp; they shouldn’t have to dress a certain way or speak a certain way to be taken seriously. Completely agree. 
I just wish it couldn’t be used against them when being authentic selves.
I’ve heard many Trumpers make fun of diamond &amp; silk while loving the support",no,none
8132,1255152095851712527,"@collegemenfess Kalo mau pake aplikasi camscanner lebih baik pake alat bantu smartphone kayak punya gue, rakitan sendiri biar lebih Bagus hasilnya https://t.co/ieBlZUM6nP",not english,NA
8133,1255332008823316483,,no,none
8134,1259051213275815937,"@JamesTK60081344 @ClaudyCatt @GavinNewsom Rapid detection will not work.  The capacity  constraints are to great.  As for 1918, today we have mountains of data we can use to develop plans that consider individual risk factors when prioritizing who should emerge from isolation rather than subj. business risk assessments.",no,none
8135,1254129931698741257,,no,none
8136,1255219268993589250,@zerofraud @FirstSquawk Oh but crony capitalism loves profits more than patriotism. Very unfortunate!,no,none
8137,1255187549125054465,,no,none
8138,1255128491915272192,@cenkuygur UFO =/= aliens. It's only a flying object that has not been identified. Making the leap from that to ET is quite a jump.,no,none
8139,1255298733555822594,@washingtonpost Trump es una basura!,not english,NA
8140,1255516213830193157,@erinc__01 14 67 69 125 316,no,none
8141,1255177952800587776,"@Yamiche @itscaitlinhd @mirjordan Corona situation(KOREA)
오늘(28일)로  첫 환자가 발생한 지 100일째를 맞았다.
오늘은 확진자가 14명이다. 12명은 해외입국자, 2명은 내국인이다. 확진자는 모두 1만752명으로 집계됐다.
신규확진자는 열흘째 10명 안팎을 유지하고 있다.  사망자가 244명이고, 격리 치료자는 1천654명이다.",not english,NA
8142,1256542020967038976,@99freemind Can see right through him.,no,none
8143,1255173657082523648,"@FlyingPhotog1 @classstruggler @JoeySalads @Public_Citizen their labor has been exploited to prop up entire nations &amp; corrupt leaders, rather than propping up individual billionaires, but it's the same exploitation

North Korea is a nuclear power, and you're going to say their labor hasn't created significant wealth? that's insane.",no,none
8144,1256385816403869697,@chris58367015 @FAIRImmigration @realDonaldTrump I think Dem's WANT to have the Fed Gov pay for everything. Every day. Always.  Forever.,yes,none
8145,1255303003201994753,,no,none
8146,1255374579679330305,"@cyber_ideology @KimIversenShow is the there one of the 2017-2018 flu?
https://t.co/ePdbq1CqRe",no,none
8147,1255270775004807168,"@stephen_taylor In Canada, anti-American bigotry is an allowable bigotry.",no,none
8148,1255311862180335616,@WestWingReport https://t.co/I4KGO4zdGH,no,none
8149,1255291553989496834,@ezra_reis So did Obama and so does Biden.,no,none
8150,1255173444628623363,@DrTobyGilbert https://t.co/OC1AFME8Oo,no,none
8151,1255254547007713286,@MMCOWRD @MyManMap2020 @WSJ They should not aid them.,no,none
8152,1255025594531745793,@ColumbiaBugle Conservative media?  I didn't know there was such a thing.,no,none
8153,1260828153225805825,@toiletmustache @mustachetoilet Four episdes in to S4 and I'm already sad about how Duquan is going to end up.  Kid could have gone to a good college with the right breaks.,no,none
8154,1266438213092212739,@charliekirk11 @suzyamac https://t.co/wHX5ypdhlt,no,none
8155,1255311928412573696,@jxxdeordior c’est trop chiant bc je donne des dms et du coup les gens voient pas vraiment c’était le pire moment pour que ça fasse ça 😭😭,not english,NA
8156,1257821973578518528,"@BettingTree @Barnes_Law I watched this when it first came out. These doctors were spot on,  but look what happened.... it is so very depressing.",no,none
8157,1255363673952071682,@BreitbartNews Keep up the great work! It would be wonderful if we could double the manpower!! And get it done in Trump time!,no,none
8158,1251923997681504257,@Julioac13 Plan #KJONCITO,no,none
8159,1255771415065710592,@rlrelish @AF1Q4H @PopCrave @TMZ oh not a boy eh?,no,none
8160,1255171430297239552,"The Bronx Mutual Aid Network is a borough-wide effort to get help to those who need it the most: undocumented folks, the elderly/sick, pregnant women, families in shelters, etc. Since launching in past 2 weeks, we’ve 90+ families requesting help. Donate: https://t.co/iMp7JSYO9w https://t.co/u9TLYqdDo2",no,none
8161,1255357639451652097,@ChuckCallesto Nancy &amp; Chuck please bugger off.,no,none
8162,1260966739065651203,@fairybutterflyh @duddah0 @laursect @jeonggukflower_ 😳,no,none
8163,1255251471106482178,,no,none
8164,1300195728220880900,,no,none
8165,1256972293823217664,"@SenSchumer Well let’s see if I can answer this for for. We the people will not stand for bail outs for states that have miss managed, lined their pockets, missing money (@BilldeBlasio wife) short falls in pensions, or any other act that has been miss managed. Thanks",no,diagnostic
8166,1265974830056308737,"@senatemajldr @GuyBensonShow Lying Rich Mitch
@projectlincoln 

35 years: Mitch got rich frm Russians, Saudis &amp; his wife frm China while Kentucky is left far, far behind
#DitchMitch #MoscowMitch 
@senatemajldr @SecElaineChao @business @NPR @heraldleader @courierjournal @AmyMcGrathKY 

https://t.co/9dcNa5Wg7P",no,none
8167,1255230240634425347,,no,none
8168,1255995132056227840,"@KathleenJaege13 @Barnes_Law Or the avg flu season death rate every season. EXCEPT, the avg flu season doesn't elevated numbers because hospitals are going bankrupt. So they need to claim every death as #COVID19 or they wont get that Fed money. Nice try though, really. (Golf clap)",no,none
8169,1255283558509350912,"@wrightjeff @MattWalshBlog Okay bud, whatever you say",no,none
8170,1255613023110266882,"@YoungBLUEnWHITE חחח, הצחקתם- ככה נראה בנאדם מושחת וגנב קולות שבן רגע  הפך מבוגד לממלכתי.
 חוץ מזה- באיזה עולם אתם חיים שביבי  יתן לו להחליף אותו.
מושחתים, נמאסתם!!!!",not english,NA
8171,1253413766110183424,@RikMehta_NJ you are an idiot,no,none
8172,1255170888133214208,"The 2nd Circuit vacates a denial to protect a Jamaican immigrant under the Convention Against Torture.

The 15-year former officer sought asylum here, claiming a crooked ex-squad leader let gangs target him after he refused to carry out a contract murder. https://t.co/jtzTdLgRyA https://t.co/5CaZ6nM0Bx",yes,none
8173,1255044708423872512,@denverpost I can estimate that these figures are wrong !!!,no,none
8174,1255750887647125504,@sandibachom He just neither watches nor cares.,no,none
8175,1255877746858827776,,no,none
8176,1268293708769787907,"@ClastonB I just found your site. Hope you will follow back. Thanks, Nicole",no,none
8177,1253730956755832832,,no,none
8178,1269138712241360896,@JHolly517 @Pismo_B @realCharlieC_ @realDonaldTrump Seriously?! Wow! Someone drank the koolaid!,no,none
8179,1256884747747258369,@Ar_c_y @Nina_Dattebayo Well that's one way to put it,no,none
8180,1257032495876325376,"@kSims911 @ForbiddenReali1 @StevieZBrooklyn @charliekirk11 Exactly individual liberty ends the moment it becomes a threat to the health of our Nation.

The Great Plague of 2020  has exposed the myth of American exceptionalism - As only in the United States do you find people dumb enough to protest quarantining those carrying the plague https://t.co/qVtcphTafh",no,none
8181,1255256942580240388,"@Erchamion_Beren @sue_gidget @Public_Citizen Home and car insurance work fine because of less government interference. Insurance isn't the problem. 
We need an actual free market. 
Here's almost an example. 
https://t.co/ezM4fgbD4K",no,none
8182,1255214786234716160,"@timetoski @GavinNewsom They pay less tax as a total of their income. Because they have money to pay for lawyers to find loopholes. 

And 5% tax on a farm workers daily pay may mean they can’t feed their family. 5% of a hedge fund managers daily pay may mean they can’t pay for a deposit on a new Porsche",no,counter
8183,1255933574387240960,@curtisjmartin @SteveGelder @EdGradascevic @IvankaTrump Ah. So only Americans are allowed to have an opinion about a military who bombs the shit out of innocent people in other countries? How do you know I’m not American?,no,none
8184,1255597542282313729,"@thehill No, not “most” people. Just one.",no,none
8185,1259295040213528577,@RepAdamSchiff The American  people should get the money not illegal immigrants or states that support illegal immigrants.,yes,diagnostic
8186,1255441276289286144,,no,none
8187,1256993977817018370,@brunnathomes_ @duddah0 KKKKKKKK,not english,NA
8188,1254129637862637568,"@itsccchaney @jackremmington @__JKR I don’t wanna say this parrot going missing was the best thing to happen lockdown, but",no,none
8189,1254949183792046081,"@Rebecca1Rose Well, that's an assumption. Im not wrong there. But you just might be, or maybe I'll vote Trump this round but just for you.",no,none
8190,1254741730479538177,@Gplavallee72 @JoeSilverman7 Yes. Do it.,no,none
8191,1255201761201197056,@johnnyjoe1905 omg qmd,no,none
8192,1256211657577107456,@heba___a شفاها وعفاها الله,not english,NA
8193,1255192106144075776,,no,none
8194,1255229157694418950,"@realDonaldTrump Two men in Georgia drank disinfectants in efforts to prevent COVID-19, officials say. They were likely Trump supporters. https://t.co/SFah7Xn0Qn",no,none
8195,1255157071370051585,@TheClearCider @realDonaldTrump Lies.. All flags are to be flown at half mast until this is over.. Fuck man you people need to get your head out of the sand,no,none
8196,1253495415808417795,@StephenAtHome We here in Kentucky will fix a 34 year mistake when we boot his ass from office this November.  McConnell knows that his days are numbered and his campaign donations are showing him that.,no,none
8197,1255708022615216128,"@SenAmyKlobuchar You're an embarrassment for women, when you say @JoeBiden is cleared of any wrongdoing in the sexual accusation. It's not been fully investigated.
Why do women like you, choose politics over women who have been sexually abused.

Shame on you, Amy! How could you ever serve as VP!",no,none
8198,1255293858931490816,@erinc__01 11 25 111 250 325 🙏🙏🙏🙏,not english,NA
8199,1255631402038693889,@DumpTrump202012 @linzmaqueen @RepMattGaetz @GovRonDeSantis Good luck. See you in #november when you are crying again ... #makingLiberalsCrySince2016,no,diagnostic
8200,1255858214790455298,@JudiciaryGOP She seems prudent to me.,no,none
8201,1255375274029527040,"@joe_m26 @KimIversenShow Engage with what people are showing you. 

Yes, 2017-2018 flu season was bad, that doesn't make this pandemic not bad. What kind of shit-for-brains logic is that?",no,none
8202,1255176167944060929,@stonecold2050 @chelseaperetti I meant to put married after country oops.,no,none
8203,1255168902142636034,"@miguelgacho Ga pernah gua ada yg ngechat gua omongan nya lembut kyk si ajiji, pasti weh ngomongan nya liar",not english,NA
8204,1255857322150318085,@civiceagles @99freemind You are 100% correct.🇺🇸🇺🇸🇺🇸,no,none
8205,1258335680503123969,,no,none
8206,1256963733588447233,@duddah0 Ou de 8 k @analuizaramp @claramdsp @Gabi_kinjo @_larabm @palharesle @azzi_mari @duda_schuchter,not english,NA
8207,1255475194359156736,@DailyCaller Great idea. Don’t let a crisis go to waste.,no,none
8208,1255206814087557120,"@michael261978 BTW, What exactly did you mean when you said they are “physically weak”. And why wouldn’t they say any of the stuff they say face to face with a Trumpper who’s a military Veteran?",no,none
8209,1256240341507768320,@filhadokurtC @duddah0 @GabrielaNemer SIM KKK,not english,NA
